PlanName,fy,CostSharing,CostStructure,PlanType,SocSecCovered,StateAbbrev,ppd_id,ActAssets_GASB,ActLiabilities_GASB,ActFundedRatio_GASB,PercentReqContPaid,InflationAssumption_GASB,InvestmentReturnAssumption_GASB,ActCostMeth_GASB,FundingMeth_GASB,EQTotal_Actl,PETotal_Actl,HFTotal_Actl,COMDTotal_Actl,RETotal_Actl,AltMiscTotal_Actl,TotMembership,actives_tot,ActiveSalary_avg,beneficiaries_tot,BeneficiaryBenefit_avg,ActFundedRatio_GASB67
Maryland PERS,2002,1,"Multiple employer, cost sharing plan",1,1,MD,48,11162265,11385749,0.9804,1.05,0.05,0.08,Entry Age Normal,Level Percent Closed,0.625,0,0,0,0.061,0,159591,90306,36.786,43109,10.586,
Maryland PERS,2003,1,"Multiple employer, cost sharing plan",1,1,MD,48,11244008,12083197,0.9305,0.83,0.04,0.08,Entry Age Normal,Level Percent Closed,0.571,0,0,0,0.064,0,160438,89286,37.942,44591,10.848,
Maryland PERS,2004,1,"Multiple employer, cost sharing plan",1,1,MD,48,11514655,12621578,0.9123,0.792,0.04,0.0775,Entry Age Normal,Level Percent Closed,0.634,0,0,0,0.068,0,159853,86444,39.361,46472,11.256,
Maryland PERS,2005,1,"Multiple employer, cost sharing plan",1,1,MD,48,11855673,13671756,0.8672,0.627,0.04,0.0775,Entry Age Normal,Level Percent Closed,0.639,0,0,0,0.051,0,163163,86656,41.671,49158,11.679,
Maryland PERS,2006,1,"Multiple employer, cost sharing plan",1,1,MD,48,12287942,15291091,0.8036,0.673,0.04,0.0775,Entry Age Normal,Level Percent Closed,0.635,0.006,0,0,0.053,0,165650,87100,43.549,50487,12.187,
Maryland PERS,2007,1,"Multiple employer, cost sharing plan",1,1,MD,48,13026321,16385823,0.795,0.731,0.035,0.0775,Entry Age Normal,Level Percent Closed,0.64,0.01,0,0,0.049,0,170845,88699,45.279,53039,12.795,
Maryland PERS,2008,1,"Multiple employer, cost sharing plan",1,1,MD,48,13599717,17609768,0.7723,0.811,0.035,0.0775,Entry Age Normal,Level Percent Closed,0.61039,0.01698,0.02198,0.04196,0.06494,0,172847,89202,46.692,54920,13.371,
Maryland PERS,2009,1,"Multiple employer, cost sharing plan",1,1,MD,48,11839115,18517486,0.6393,0.771,0.035,0.0775,Entry Age Normal,Level Percent Closed,0.559,0.034,0.051,0.05,0.059,0,174598,89380,47.544,56610,14.013,
Maryland PERS,2010,1,"Multiple employer, cost sharing plan",1,1,MD,48,11937944,19009788,0.628,0.758,0.035,0.0775,Entry Age Normal,Level Percent Closed,0.503,0.032,0.079,0.102,0.063,0,174695,87325,47.38,58893,14.231,
Maryland PERS,2011,1,"Multiple employer, cost sharing plan",1,1,MD,48,12387810,19722264,0.6281,0.697,0.035,0.0775,Entry Age Normal,Level Percent Closed,0.467,0.043,0.102,0.102,0.057,0,176000,85453,47.135,62569,14.605,
Maryland PERS,2012,1,"Multiple employer, cost sharing plan",1,1,MD,48,12667592,20283028,0.6245,0.702,0.035,0.0775,Entry Age Normal,Level Percent Closed,0.414,0.057,0.146,0.092,0.064,0,177685,85174,46.945,64636,15.139,
Maryland PERS,2013,1,"Multiple employer, cost sharing plan",1,1,MD,48,13326586,21046732,0.6332,0.706,0.035,0.077,Entry Age Normal,Level Percent Closed,0.416,0.062,0.149,0.113,0.057,0,179521,84677,47.595,67193,15.524,
Maryland PERS,2014,1,"Multiple employer, cost sharing plan",1,1,MD,48,14547390,22059764,0.6595,0.72872,0.0295,0.0765,Entry Age Normal,Level Percent Closed,0.384,0.07,0.189,0.112,0.068,0,181822,84825,49.69,69459,15.843,0.69532
Maryland PERS,2015,1,"Multiple employer, cost sharing plan",1,1,MD,48,15615327,23402850,0.6672,0.83886,0.029,0.0755,Entry Age Normal,Level Percent Closed,0.368,0.08,0.199,0.13,0.074,0,183671,83794,51.325,72031,16.335,0.66264
Maryland PERS,2016,1,"Multiple employer, cost sharing plan",1,1,MD,48,16130438,23817252,0.6773,0.92967,0.029,0.0755,Entry Age Normal,Level Percent Closed,0.369,0.092,0.179,0,0.127,0,184720,82625,51.381,74211,16.529,0.62971
Maryland PERS,2017,1,"Multiple employer, cost sharing plan",1,1,MD,48,16939888,24579830,0.6892,1,0.0265,0.075,Entry Age Normal,Level Percent Closed,0.36731,0.09904,0.16058,0.03846,0.11539,0,185764,82087,52.616,75940,16.876,0.66712
Maryland PERS,2018,1,"Multiple employer, cost sharing plan",1,1,MD,48,17679888,25462496,0.6944,1,0.026,0.0745,Entry Age Normal,Level Percent Closed,0.371,0.125,0.164,0.029,0.089,0,186193,81208,52.964,78287,17.545,0.68362
Maryland PERS,2019,1,"Multiple employer, cost sharing plan",1,1,MD,48,18207410,26641368,0.6834,1,0.026,0.074,Entry Age Normal,Level Percent Closed,0.358,0.14,0.176,0.039,0.093,0,187290,81217,54.298,80712,18.03,0.67977
Maryland PERS,2020,1,"Multiple employer, cost sharing plan",1,1,MD,48,18769844,27323460,0.6869,1,0.026,0.074,Entry Age Normal,Level Percent Closed,0.34714,0.14004,0.16963,0.01479,0.14004,0,188172,81656,56.801,82047,19.001,0.66286
Maine Local,2001,0,"Multiple employer, agent plan",1,0,ME,46,1544720.9,1427090.6,1.082,1,0.055,0.08,Entry Age Normal,Level Percent Closed,0.625,0,0,0,0,0,15360,8753,28.358,6289,9.362,
Maine Local,2002,0,"Multiple employer, agent plan",1,0,ME,46,1692034.1,1377660,1.228,17.2766,0.055,0.08,Entry Age Normal,Level Percent Closed,0.613,0,0,0,0,0,15531,8843,29.644,6325,9.779,
Maine Local,2003,0,"Multiple employer, agent plan",1,0,ME,46,1701573.5,1462727.1,1.163,2.6384,0.055,0.08,Entry Age Normal,Level Percent Closed,0.667,0,0,0,0,0,15889,8720,31.695,6483,10.191,
Maine Local,2004,0,"Multiple employer, agent plan",1,0,ME,46,1774951.5,1582991.8,1.121,2.0007,0.05,0.08,Entry Age Normal,Level Percent Closed,0.66,0,0,0,0,0,16189,8859,32.462,6554,10.666,
Maine Local,2005,0,"Multiple employer, agent plan",1,0,ME,46,1874310.3,1641145,1.142,1.001,0.05,0.08,Entry Age Normal,Level Percent Closed,0.65,0,0,0,0.01,0,16545,9186,32.722,6618,11.275,
Maine Local,2006,0,"Multiple employer, agent plan",1,0,ME,46,1974086,1759054,1.122,1.011,0.045,0.0775,Entry Age Normal,Level Percent Open,0.66,0,0,0,0.03,0,17056,9347,34.646,6777,11.358,
Maine Local,2007,0,"Multiple employer, agent plan",1,0,ME,46,2134634,1879692,1.136,1.025,0.045,0.0775,Entry Age Normal,Level Percent Closed,0.68,0,0,0,0.05,0,17426,9587,35.728,6872,11.956,
Maine Local,2008,0,"Multiple employer, agent plan",1,0,ME,46,2201624,1953628,1.127,1,0.045,0.0775,Entry Age Normal,Level Percent Open,0.607,0,0,0.003,0.05,0,17582,9562,37.722,6939,12.546,
Maine Local,2009,0,"Multiple employer, agent plan",1,0,ME,46,2083752,2032738,1.025,1,0.045,0.0775,Entry Age Normal,Level Percent Open,0.597,0,0.068,0.004,0.041,0,17832,9719,39.154,7021,13.281,
Maine Local,2010,0,"Multiple employer, agent plan",1,0,ME,46,2045328,2122833,0.963,1,0.045,0.0775,Entry Age Normal,Level Dollar Open,0.586,0.001,0.055,0.011,0.037,0,18766,10331,38.307,7172,13.495,
Maine Local,2011,0,"Multiple employer, agent plan",1,0,ME,46,2119450,2267541,0.935,1,0.035,0.0725,Entry Age Normal,Level Dollar Open,0.62238,0.005,0.03896,0.01399,0.04096,0,19271,10614,40.985,7409,13.859,
Maine Local,2012,0,"Multiple employer, agent plan",1,0,ME,46,2136612,2405709,0.888,1.0143,0.035,0.0725,Entry Age Normal,Level Dollar Open,0.58741,0.01099,0.02997,0.02198,0.05894,0,19503,10772,44.08,7520,14.658,
Maine Local,2013,0,"Multiple employer, agent plan",1,0,ME,46,2213423,2504403,0.884,1,0.035,0.0725,Entry Age Normal,Level Dollar Open,0.587,0.019,0.05,0.026,0.057,0,21251,11112,41.255,8122,14.349,
Maine Local,2014,0,"Multiple employer, agent plan",1,0,ME,46,2415219,2649404.5,0.912,1,0.035,0.0725,Entry Age Normal,Level Dollar Open,0.57842,0.02897,0.04995,0.03297,0.07293,0,21252,10848,42.207,8333,14.778,0.94103
Maine Local,2015,0,"Multiple employer, agent plan",1,0,ME,46,2433186.3,2720936,0.894,1,0.035,0.0725,Entry Age Normal,Level Dollar Open,0.519,0.049,0.049,0.049,0.097,0,21563,10870,45.168,8581,15.225,0.88274
Maine Local,2016,0,"Multiple employer, agent plan",1,0,ME,46,2489157.3,2889740.8,0.861,1,0.035,0.06875,Entry Age Normal,Level Dollar Open,0.421,0.076,0.049,0.098,0.105,0,22087,11019,45.902,8847,15.331,0.81613
Maine Local,2017,0,"Multiple employer, agent plan",1,0,ME,46,2609806.3,3016660.8,0.865,1,0.035,0.06875,Entry Age Normal,Level Percent Closed,0.3996,0.10889,0.04895,0.10789,0.09191,0,22435,11195,47.447,9006,15.707,0.86428
Maine Local,2018,0,"Multiple employer, agent plan",1,0,ME,46,2764807.5,3089857.3,0.895,1,0.0275,0.0675,Entry Age Normal,Level Percent Closed,0.333,0.132,0.1,0.146,0.089,0,22991,11416,49.313,9256,16.177,0.91143
Maine Local,2019,0,"Multiple employer, agent plan",1,0,ME,46,2918585.8,3258819.5,0.896,1,0.0275,0.06875,Entry Age Normal,Level Percent Closed,0.308,0.15,0.117,0.166,0.094,0,23615,11731,50.727,9534,16.763,0.9062
Maine Local,2020,0,"Multiple employer, agent plan",1,0,ME,46,3063710,3409741.3,0.89852,1,0.0275,0.0675,Entry Age Normal,Level Percent Closed,0.326,0.15,0.129,0.15,0.095,0,24100,11838,52.667,9860,17.192,0.88348
Minnesota GERF,2001,1,"Multiple employer, cost sharing plan",1,1,MN,56,10527270,12105337,0.87,0.7939,0.05,,Entry Age Normal,Level Percent Closed,0.64527,0.07794,0,0,0,0,214090,138759,26.042,49414,12.116,
Minnesota GERF,2002,1,"Multiple employer, cost sharing plan",1,1,MN,56,11017414,12958105,0.85,0.7959,0.05,,Entry Age Normal,Level Percent Closed,0.63737,0.08391,0,0,0,0,218048,137817,27.05,50878,12.364,
Minnesota GERF,2003,1,"Multiple employer, cost sharing plan",1,1,MN,56,11195902,13776198,0.813,0.7402,0.05,,Entry Age Normal,Level Percent Closed,0.64426,0.09093,0,0,0,0,224757,140066,30.223,52563,12.219,
Minnesota GERF,2004,1,"Multiple employer, cost sharing plan",1,1,MN,56,11477961,14959465,0.767,0.8349,0.05,0.085,Entry Age Normal,Level Percent Closed,0.65141,0,0,0,0,0.084,226859,138164,30.547,54780,12.636,
Minnesota GERF,2005,1,"Multiple employer, cost sharing plan",1,1,MN,56,11843936,15892555,0.745,0.7655,0.05,0.085,Entry Age Normal,Level Percent Closed,0.6545,0,0,0,0,0.087,234722,142303,31.84,56651,12.727,
Minnesota GERF,2006,1,"Multiple employer, cost sharing plan",1,1,MN,56,12495207,16737757,0.747,0.7808,0.05,0.085,Entry Age Normal,Level Percent Closed,0.63708,0,0,0,0,0.09998,240798,144244,32.611,59078,12.785,
Minnesota GERF,2007,1,"Multiple employer, cost sharing plan",1,1,MN,56,12985324,17705628,0.7334,0.8443,0.05,0.085,Entry Age Normal,Level Percent Closed,0.65804,0,0,0,0,0.097,247384,146226,33.905,61436,12.913,
Minnesota GERF,2008,1,"Multiple employer, cost sharing plan",1,1,MN,56,13048970,17729848,0.736,0.8098,0.03,0.07114,Entry Age Normal,Level Percent Closed,0.61677,0,0,0,0,0.13,249750,143562,34.499,63880,13.074,
Minnesota GERF,2009,1,"Multiple employer, cost sharing plan",1,1,MN,56,13158490,18799416,0.6999,0.8621,0.03,0.07121,Entry Age Normal,Level Percent Closed,0.609,0,0,0,0,0.148,252545,143353,35.788,66059,13.237,
Minnesota GERF,2010,1,"Multiple employer, cost sharing plan",1,1,MN,56,13126993,17180956,0.764,0.7726,0.03,0.07935,Entry Age Normal,Level Percent Closed,0.578,0,0,0,0,0.153,254034,140389,36.759,68494,13.43,
Minnesota GERF,2011,1,"Multiple employer, cost sharing plan",1,1,MN,56,13455753,17898848,0.7518,1.1113,0.03,0.0793,Entry Age Normal,Level Percent Closed,0.608,0,0,0,0,0.146,257098,139952,37.04,71821,13.427,
Minnesota GERF,2012,1,"Multiple employer, cost sharing plan",1,1,MN,56,13661682,18598896,0.7345,0.9912,0.03,0.0792,Entry Age Normal,Level Percent Closed,0.601,0,0,0,0,0.157,259219,139330,37.332,75535,13.441,
Minnesota GERF,2013,1,"Multiple employer, cost sharing plan",1,1,MN,56,14113295,19379768,0.7282,0.8651,0.03,0.0791,Entry Age Normal,Level Percent Closed,0.6,0,0,0,0,0.145,264792,139763,37.612,79083,13.497,
Minnesota GERF,2014,1,"Multiple employer, cost sharing plan",1,1,MN,56,15644540,21282504,0.7351,0.80251,0.03,0.0841,Entry Age Normal,Level Percent Closed,0.614,0,0,0,0,0.126,274982,143343,37.621,83134,13.612,0.78747
Minnesota GERF,2015,1,"Multiple employer, cost sharing plan",1,1,MN,56,17974440,23560952,0.7629,0.83193,0.0275,0.08,Entry Age Normal,Level Percent Closed,0.622,0,0,0,0,0.123,287847,145650,38.559,90592,14.55,0.78192
Minnesota GERF,2016,1,"Multiple employer, cost sharing plan",1,1,MN,56,18765864,24848408,0.7552,0.8595,0.0275,0.08,Entry Age Normal,Level Percent Closed,0.604,0,0,0,0,0.128,295549,148745,39.711,94288,14.586,0.68908
Minnesota GERF,2017,1,"Multiple employer, cost sharing plan",1,1,MN,56,19916322,25615722,0.7775,0.7867,0.0275,0.08,Entry Age Normal,Level Percent Closed,0.66,0,0,0,0,0.13,303342,152867,40.57,98201,14.658,0.75896
Minnesota GERF,2018,1,"Multiple employer, cost sharing plan",1,1,MN,56,21129746,27101068,0.7797,0.82795,0.025,0.075,Entry Age Normal,Level Percent Closed,0.608,0,0,0,0,0.138,315897,153059,41.598,101772,14.867,0.7953
Minnesota GERF,2019,1,"Multiple employer, cost sharing plan",1,1,MN,56,21979022,27969744,0.7858,1.17213,0.025,0.075,Entry Age Normal,Level Percent Closed,0.623,0,0,0,0,0.145,322684,154130,43.372,105243,15.221,0.80233
Minnesota GERF,2020,1,"Multiple employer, cost sharing plan",1,1,MN,56,22792332,28626916,0.7962,1.15434,0.0225,0.075,Entry Age Normal,Level Percent Closed,0.596,0,0,0,0,0.157,326905,153741,44.932,108492,15.575,0.79057
Minnesota State Employees,2001,1,"Multiple employer, cost sharing plan",1,1,MN,57,7366673,6573193,1.1207,1.3049,,,Entry Age Normal,Level Percent Open,0.618,0,0,0,0.04,0.091,80659,49229,37.255,19978,13.543,
Minnesota State Employees,2002,1,"Multiple employer, cost sharing plan",1,1,MN,57,7673028,7340397,1.0453,1.5152,,,Entry Age Normal,Level Percent Open,0.623,0,0,0,0,0.133,81843,49099,39.01,20805,14.26,
Minnesota State Employees,2003,1,"Multiple employer, cost sharing plan",1,1,MN,57,7757292,7830671,0.9906,0.9596,,,Entry Age Normal,Level Percent Open,0.621,0,0,0,0,0.139,82269,48136,44.434,21454,14.518,
Minnesota State Employees,2004,1,"Multiple employer, cost sharing plan",1,1,MN,57,7884984,7878363,1.0008,0.7615,,0.085,Entry Age Normal,Level Percent Open,0.633,0,0,0,0,0.127,83337,46899,44.067,22654,14.979,
Minnesota State Employees,2005,1,"Multiple employer, cost sharing plan",1,1,MN,57,8081736,8455336,0.9558,0.8108,,0.085,Entry Age Normal,Level Percent Open,0.656,0,0,0,0,0.098,84084,47125,44.235,23367,14.891,
Minnesota State Employees,2006,1,"Multiple employer, cost sharing plan",1,1,MN,57,8486756,8819161,0.9623,0.6488,,0.085,Entry Age Normal,Level Percent Open,0.648,0,0,0,0,0.112,86421,48000,44.95,24204,15.154,
Minnesota State Employees,2007,1,"Multiple employer, cost sharing plan",1,1,MN,57,8904517,9627305,0.9249,0.7067,,0.07131,Entry Age Normal,Level Percent Closed,0.659,0,0,0,0,0.109,88476,48379,46.337,25346,15.468,
Minnesota State Employees,2008,1,"Multiple employer, cost sharing plan",1,1,MN,57,9013456,9994602,0.9018,0.5825,,0.07131,Entry Age Normal,Level Percent Closed,0.613,0,0,0,0,0.145,90208,48816,48.37,26441,15.834,
Minnesota State Employees,2009,1,"Multiple employer, cost sharing plan",1,1,MN,57,9030401,10512760,0.859,0.5964,0.03,0.07134,Entry Age Normal,Level Percent Closed,0.609,0,0,0,0,0.148,91542,48989,50.908,27343,16.304,
Minnesota State Employees,2010,1,"Multiple employer, cost sharing plan",1,1,MN,57,8960391,10264071,0.873,0.4935,0.03,0.07262,Entry Age Normal,Level Percent Closed,0.578,0,0,0,0,0.153,92317,48494,51.213,28435,16.65,
Minnesota State Employees,2011,1,"Multiple employer, cost sharing plan",1,1,MN,57,9130011,10576481,0.8632,0.811,0.03,0.07328,Entry Age Normal,Level Percent Closed,0.608,0,0,0,0,0.146,93541,47955,51.286,30164,16.761,
Minnesota State Employees,2012,1,"Multiple employer, cost sharing plan",1,1,MN,57,9162301,11083227,0.8267,0.8068,0.03,0.06989,Entry Age Normal,Level Percent Closed,0.601,0,0,0,0,0.157,95884,48207,51.107,31975,17.266,
Minnesota State Employees,2013,1,"Multiple employer, cost sharing plan",1,1,MN,57,9375780,11428641,0.8204,0.6694,0.03,0.07272,Entry Age Normal,Level Percent Closed,0.6,0,0,0,0,0.145,98469,49121,51.977,33286,17.613,
Minnesota State Employees,2014,1,"Multiple employer, cost sharing plan",1,1,MN,57,10326272,12445126,0.8297,0.6558,0.03,0.0841,Entry Age Normal,Level Percent Closed,0.614,0,0,0,0,0.126,100864,49663,53.427,34729,17.966,0.87641
Minnesota State Employees,2015,1,"Multiple employer, cost sharing plan",1,1,MN,57,11223285,13092702,0.8572,0.73647,0.0275,0.08,Entry Age Normal,Level Percent Closed,0.622,0,0,0,0,0.123,102300,49037,55.622,36476,18.254,0.88318
Minnesota State Employees,2016,1,"Multiple employer, cost sharing plan",1,1,MN,57,11676370,14316886,0.8156,0.77867,0.0275,0.08,Entry Age Normal,Level Percent Closed,0.604,0,0,0,0,0.128,104443,49472,58.405,37952,18.638,0.47511
Minnesota State Employees,2017,1,"Multiple employer, cost sharing plan",1,1,MN,57,12364957,14509150,0.8522,0.59924,0.0275,0.08,Entry Age Normal,Level Percent Closed,0.649,0,0,0,0,0.131,106917,50578,59.778,39333,19.081,0.62731
Minnesota State Employees,2018,1,"Multiple employer, cost sharing plan",1,1,MN,57,13035350,14679489,0.888,0.69997,0.025,0.075,Entry Age Normal,Level Percent Closed,0.607,0,0,0,0,0.138,109153,51223,61.171,40821,19.525,0.90558
Minnesota State Employees,2019,1,"Multiple employer, cost sharing plan",1,1,MN,57,13489773,15179140,0.8887,0.99879,0.025,0.075,Entry Age Normal,Level Percent Closed,0.622,0,0,0,0,0.146,111524,51997,62.957,42373,19.866,0.90732
Minnesota State Employees,2020,1,"Multiple employer, cost sharing plan",1,1,MN,57,13954562,15183843,0.919,1.10879,0.0225,0.075,Entry Age Normal,Level Percent Closed,0.596,0,0,0,0,0.156,112994,51742,65.55,43919,20.163,0.91253
Minnesota Teachers,2001,1,"Multiple employer, cost sharing plan",2,1,MN,58,16834024,15903984,1.0585,1.8007,0.05,,Entry Age Normal,Level Percent Closed,0.6454,0.07691,0,0,0,0,112813,71097,39.552,33757,25.78,
Minnesota Teachers,2002,1,"Multiple employer, cost sharing plan",2,1,MN,58,17378994,16503099,1.0531,1.9413,0.05,,Entry Age Normal,Level Percent Closed,0.63822,0.08195,0,0,0,0,115344,71690,40.086,34974,27.082,
Minnesota Teachers,2003,1,"Multiple employer, cost sharing plan",2,1,MN,58,17384180,16856380,1.0313,2.1996,0.05,,Entry Age Normal,Level Percent Closed,0.64585,0.088,0,0,0,0,117419,71916,43.893,36199,27.042,
Minnesota Teachers,2004,1,"Multiple employer, cost sharing plan",2,1,MN,58,17519908,17518784,1.0001,1.5952,0.05,0.06972,Entry Age Normal,Level Percent Closed,0.65216,0,0,0,0,0.08096,120424,72008,44.533,37649,26.695,
Minnesota Teachers,2005,1,"Multiple employer, cost sharing plan",2,1,MN,58,17752916,18021410,0.9851,1.5295,0.05,0.06987,Entry Age Normal,Level Percent Closed,0.65513,0,0,0,0,0.08597,123389,74552,45.459,38957,26.836,
Minnesota Teachers,2006,1,"Multiple employer, cost sharing plan",2,1,MN,58,19035612,20679112,0.9205,1.5015,0.05,0.0694,Entry Age Normal,Level Percent Closed,0.63451,0,0,0,0,0.097,135620,79164,46.838,44683,27.326,
Minnesota Teachers,2007,1,"Multiple employer, cost sharing plan",2,1,MN,58,18794388,21470314,0.8754,0.9111,0.05,0.06925,Entry Age Normal,Level Percent Closed,0.65828,0,0,0,0,0.09492,136868,77694,49.095,46538,27.28,
Minnesota Teachers,2008,1,"Multiple employer, cost sharing plan",2,1,MN,58,18226984,22230840,0.8199,0.826,0.045,0.07127,Entry Age Normal,Level Percent Closed,0.61869,0,0,0,0,0.126,135664,76515,50.267,46981,28.251,
Minnesota Teachers,2009,1,"Multiple employer, cost sharing plan",2,1,MN,58,17882408,23114802,0.7736,0.6772,0.045,0.07121,Entry Age Normal,Level Percent Closed,0.609,0,0,0,0,0.148,139860,77162,52.45,50208,27.513,
Minnesota Teachers,2010,1,"Multiple employer, cost sharing plan",2,1,MN,58,17323146,22081634,0.7845,0.5739,0.03,0.07214,Entry Age Normal,Level Percent Closed,0.578,0,0,0,0,0.153,141965,77356,52.324,51853,27.412,
Minnesota Teachers,2011,1,"Multiple employer, cost sharing plan",2,1,MN,58,17132384,22171492,0.7727,0.6345,0.03,0.06721,Entry Age Normal,Level Percent Closed,0.608,0,0,0,0,0.146,143529,76755,49.079,53537,27.262,
Minnesota Teachers,2012,1,"Multiple employer, cost sharing plan",2,1,MN,58,16805076,23024504,0.7299,0.6638,0.03,0.06704,Entry Age Normal,Level Percent Closed,0.601,0,0,0,0,0.157,144275,76649,50.78,55425,26.802,
Minnesota Teachers,2013,1,"Multiple employer, cost sharing plan",2,1,MN,58,16774626,23418628,0.7163,0.6267,0.03,0.06696,Entry Age Normal,Level Percent Closed,0.6,0,0,0,0,0.145,146547,76765,54.783,57168,32.946,
Minnesota Teachers,2014,1,"Multiple employer, cost sharing plan",2,1,MN,58,18181932,24528506,0.7413,0.60743,0.03,0.0841,Entry Age Normal,Level Percent Closed,0.614,0,0,0,0,0.126,148959,77243,53.774,58809,26.761,0.81496
Minnesota Teachers,2015,1,"Multiple employer, cost sharing plan",2,1,MN,58,19696892,25562156,0.7705,0.68696,0.03,0.084,Entry Age Normal,Level Percent Closed,0.622,0,0,0,0,0.123,154706,79406,56.589,61986,26.743,0.76772
Minnesota Teachers,2016,1,"Multiple employer, cost sharing plan",2,1,MN,58,20194280,26716216,0.7559,0.77216,0.03,0.0844,Entry Age Normal,Level Percent Closed,0.604,0,0,0,0,0.128,157713,80530,57.891,63503,27.034,0.44884
Minnesota Teachers,2017,1,"Multiple employer, cost sharing plan",2,1,MN,58,21062788,27427702,0.7679,0.71391,0.03,0.0847,Entry Age Normal,Level Percent Closed,0.64684,0,0,0,0,0.13069,160615,81811,58.989,64774,27.257,0.51572
Minnesota Teachers,2018,1,"Multiple employer, cost sharing plan",2,1,MN,58,22022842,28643024,0.7689,0.73375,0.025,0.075,Entry Age Normal,Level Percent Closed,0.60468,0,0,0,0,0.13767,163535,82495,58.866,66104,27.514,0.7458
Minnesota Teachers,2019,1,"Multiple employer, cost sharing plan",2,1,MN,58,22466848,29246174,0.7682,0.85356,0.025,0.075,Entry Age Normal,Level Percent Closed,0.62,0,0,0,0,0.145,165767,82965,60.523,67285,27.7,0.78209
Minnesota Teachers,2020,1,"Multiple employer, cost sharing plan",2,1,MN,58,22936908,30129180,0.7613,0.86625,0.03,0.075,Entry Age Normal,Level Percent Closed,0.5945,0,0,0,0,0.1559,167506,83149,62.566,68154,27.888,0.75482
Mississippi PERS,2001,1,"Multiple employer, cost sharing plan",1,1,MS,59,16191631,18494208,0.875,1,0.0375,0.08,Entry Age Normal,Level Percent Open,0.662,0,0,0,0,0,312796,151080,27.219,53665,10.83,
Mississippi PERS,2002,1,"Multiple employer, cost sharing plan",1,1,MS,59,16823184,20180348,0.834,1,0.0375,0.08,Entry Age Normal,Level Percent Open,0.613,0,0,0,0,0,319594,152148,27.74,56705,11.578,
Mississippi PERS,2003,1,"Multiple employer, cost sharing plan",1,1,MS,59,16979456,21485838,0.79,1,0.0375,0.08,Entry Age Normal,Level Percent Open,0.604,0,0,0,0.012,0,326931,154872,28.615,59447,12.029,
Mississippi PERS,2004,1,"Multiple employer, cost sharing plan",1,1,MS,59,17103284,22847260,0.749,1,0.0375,0.08,Entry Age Normal,Level Percent Open,0.632,0,0,0,0.019,0,333670,156353,29.531,62407,12.477,
Mississippi PERS,2005,1,"Multiple employer, cost sharing plan",1,1,MS,59,17180704,23727098,0.724,1,0.0375,0.08,Entry Age Normal,Level Percent Open,0.725,0,0,0,0.028,0,345288,157101,30.466,63939,15.984,
Mississippi PERS,2006,1,"Multiple employer, cost sharing plan",1,1,MS,59,18321064,24928464,0.735,1,0.0375,0.08,Entry Age Normal,Level Percent Open,0.731,0,0,0,0.039,0,342559,158091,31.45,66757,16.735,
Mississippi PERS,2007,1,"Multiple employer, cost sharing plan",1,1,MS,59,19791564,26862636,0.737,0.9,0.0375,0.08,Entry Age Normal,Level Percent Open,0.748,0,0,0,0.04,0,250848,162804,31.917,70756,17.163,
Mississippi PERS,2008,1,"Multiple employer, cost sharing plan",1,1,MS,59,20814720,28534694,0.729,0.97,0.0375,0.08,Entry Age Normal,Level Percent Open,0.706,0,0,0,0.047,0,256767,165733,33.456,73540,17.758,
Mississippi PERS,2009,1,"Multiple employer, cost sharing plan",1,1,MS,59,20597580,30594546,0.673,1,0.035,0.08,Entry Age Normal,Level Percent Open,0.685,0.001,0.001,0,0.044,0,261303,167122,34.896,76143,18.333,
Mississippi PERS,2010,1,"Multiple employer, cost sharing plan",1,1,MS,59,20143426,31399988,0.642,1,0.035,0.08,Entry Age Normal,Level Percent Open,0.687,0.005,0.001,0,0.046,0,262567,164896,34.953,79168,18.93,
Mississippi PERS,2011,1,"Multiple employer, cost sharing plan",1,1,MS,59,20315164,32654464,0.622,1,0.035,0.08,Entry Age Normal,Level Percent Open,0.7,0.01,0,0,0.06,0,263578,161676,34.953,83115,19.585,
Mississippi PERS,2012,1,"Multiple employer, cost sharing plan",1,1,MS,59,19992796,34492872,0.58,1,0.035,0.08,Entry Age Normal,Level Percent Open,0.64,0.02,0,0,0.08,0,267849,162311,36.09,86829,20.185,
Mississippi PERS,2013,1,"Multiple employer, cost sharing plan",1,1,MS,59,20490556,35542848,0.577,1,0.035,0.08,Entry Age Normal,Level Percent Open,0.632,0.032,0,0,0.085,0,270779,161744,36.005,90214,20.781,
Mississippi PERS,2014,1,"Multiple employer, cost sharing plan",1,1,MS,59,22569940,37015288,0.61,1.05185,0.035,0.08,Entry Age Normal,Level Percent Open,0.66,0.04,0,0,0.09,0,272928,161360,36.159,93504,21.372,0.67208
Mississippi PERS,2015,1,"Multiple employer, cost sharing plan",1,1,MS,59,24387160,40364584,0.604,1.07147,0.03,0.0775,Entry Age Normal,Level Percent Open,0.572,0.049,0,0,0.09,0,272558,157215,37.559,96338,21.968,0.61704
Mississippi PERS,2016,1,"Multiple employer, cost sharing plan",1,1,MS,59,25185078,41997512,0.6,1.07666,0.03,0.0775,Entry Age Normal,Level Percent Open,0.536,0.056,0,0,0.095,0,272987,154104,39.081,99483,22.607,0.57468
